750,70,84,66,112,55,71,127,57,68,112,29,31,23,34,31,31,30,29,31,17,21,26,17,24,19,27,19,22,27,31,23,35,35,29,28,30,24,24,25,24,25,39,25,32,29,25,29,35,31,18,36,35,25,33,21,27,30,38,20,25,41,18,21,32,25,24,26,24,19,23,22,25,22,31,22,30,25,28,22,33,25,21,24,42,33,24,26,26,22,36,27,25,28,33,25,28,28,25,30,23,28,28,22,30,23,41,25,22,26,31,24,22,29,24,23,21,21,25,19,25,18,22,26,31,21,32,24,23,31,26,23,29,22,20,22,26,24,22,20,26,22,32,30,19,30,29,29,18,21,26,20,25,23,45,29,29,26,25,24,26,23,28,25,33,26,29,27,31,27,29,29,28,28,26,39,33,36,36,25,31,38,39,31,31,33,33,24,26,32,42,33,27,37,24,30,22,38,23,33,32,29,34,26,28,22,27,29,29,25,30,30,36,25,24,30,25,28,33,22,29,40,25,30,28,28,27,47,25,31,25,23,30,30,27,27,35,26,23,38,37,32,31,22,24,21,38,25,25,26,34,25,23,33,28,28,30,28,26,32,28,30,29,27,27,27,43,34,34,30,31,28,34,31,30,31,29,33,23,25,24,20,25,23,28,18,32,22,28,31,29,29,20,41,28,26,26,21,21,16,20,19,21,17,18,23,16,17,16,18,20
70,745,73,37,71,35,36,62,37,27,113,26,36,20,24,31,25,29,33,30,17,19,24,21,20,20,27,29,23,27,20,20,26,35,26,25,54,23,19,31,27,30,27,33,29,27,21,32,31,31,21,32,28,30,46,25,32,19,35,41,23,26,30,24,24,26,27,32,27,28,30,36,36,27,19,26,22,24,25,32,25,27,25,23,23,36,21,21,19,25,24,27,28,25,21,25,39,34,33,25,30,26,28,41,23,29,32,21,23,22,25,23,26,26,24,19,26,35,34,31,16,22,26,29,25,24,25,19,22,32,28,25,42,30,26,18,24,30,22,23,24,25,26,32,22,25,29,24,18,20,27,21,33,26,27,25,29,25,48,30,31,31,32,24,29,26,27,39,30,35,31,29,32,33,34,34,27,26,30,28,26,28,35,34,26,25,30,26,35,38,34,34,31,30,26,30,22,28,25,27,34,43,33,27,33,25,27,25,23,32,28,27,38,27,27,24,27,32,33,32,28,29,30,22,28,42,24,33,28,34,29,29,32,38,28,29,31,22,28,34,36,27,25,26,22,23,31,27,33,21,28,27,22,21,29,30,29,31,27,27,38,34,32,34,26,25,26,33,34,32,38,19,48,30,31,34,34,27,23,24,23,24,28,22,22,18,17,27,23,24,34,26,25,26,28,36,29,40,19,19,25,21,30,22,21,19,18,17,15,24,18
84,73,734,85,51,121,68,53,74,27,68,34,39,23,31,35,29,51,30,21,26,26,30,26,16,18,28,28,24,18,23,25,27,32,27,32,27,27,27,32,26,27,24,26,24,29,25,42,28,25,20,34,34,32,28,40,28,31,30,22,29,22,19,22,27,32,27,46,26,26,25,23,48,28,21,23,24,23,24,20,28,23,19,33,27,22,19,25,27,22,21,24,22,29,28,29,26,38,28,28,22,39,25,26,27,28,29,25,27,31,29,36,28,31,32,26,24,28,22,27,23,26,26,30,18,20,23,19,19,26,20,25,28,27,37,19,22,23,20,22,26,23,22,21,22,37,35,43,23,17,31,50,25,24,42,32,37,28,32,22,32,29,27,27,33,34,30,36,30,29,31,27,32,29,35,27,34,25,25,37,42,30,30,31,28,32,30,43,29,40,26,23,24,28,23,22,28,31,36,31,26,26,21,33,30,24,25,25,30,32,36,32,30,30,28,38,35,33,28,26,34,37,30,26,24,33,22,35,34,28,28,19,25,31,28,34,31,24,30,28,28,20,25,26,22,23,25,32,32,30,29,22,29,28,26,28,28,26,30,33,36,37,35,37,30,29,26,33,32,36,32,28,28,35,35,37,29,29,34,32,20,26,21,20,23,26,24,26,18,33,26,20,32,34,26,31,23,28,24,22,29,19,18,17,17,21,20,20,26,20,19
66,37,85,742,76,49,74,78,68,32,75,27,30,30,26,31,27,28,27,26,20,25,22,15,28,23,26,24,30,21,26,23,29,23,31,28,23,28,27,31,27,23,17,22,24,23,23,27,16,31,19,30,23,26,24,22,28,25,26,21,21,31,22,24,23,21,22,30,27,22,27,19,31,31,24,22,26,28,19,21,21,27,22,34,25,30,23,26,26,25,25,27,27,29,31,38,25,42,31,30,29,31,28,33,33,27,29,20,26,25,30,23,33,30,27,20,24,30,26,23,24,18,24,27,26,19,28,23,27,26,21,25,37,25,23,19,23,23,20,35,21,31,27,22,24,28,34,24,21,24,25,28,20,18,26,30,25,21,25,23,23,30,27,32,32,30,39,29,33,37,29,35,34,31,23,32,32,29,26,31,39,31,30,27,28,42,30,30,32,33,30,24,32,30,30,29,32,33,26,45,30,32,26,25,23,35,23,27,31,26,23,27,26,23,28,38,31,24,32,26,25,31,34,39,23,28,29,39,33,33,27,26,23,28,30,44,27,23,21,38,26,22,30,21,25,25,38,30,23,28,33,32,21,28,38,49,40,27,23,28,24,24,28,38,25,29,31,42,28,34,39,24,28,27,32,40,35,26,19,25,18,18,19,22,17,18,27,24,20,29,22,21,29,28,23,19,28,23,19,19,15,26,22,24,25,23,22,25,22,19,17
112,71,51,76,795,55,45,89,36,44,68,27,23,24,28,30,24,27,29,26,24,20,20,21,28,21,22,22,21,28,44,27,35,32,28,28,26,25,35,27,23,29,29,32,29,30,32,31,29,47,24,32,26,29,27,33,22,29,36,23,22,26,28,23,28,21,21,34,28,20,24,26,26,34,28,23,17,19,30,24,24,32,28,22,20,28,21,30,30,24,30,28,22,27,31,25,25,29,26,35,28,36,37,32,30,27,39,23,20,29,26,28,26,25,23,26,28,23,24,31,24,22,22,23,31,18,22,23,22,29,26,19,31,31,21,22,34,28,23,26,24,24,19,30,38,25,25,26,15,29,28,29,25,21,28,35,30,27,27,30,26,28,27,20,29,23,31,25,31,29,28,28,24,26,34,29,37,26,26,34,27,34,29,28,26,24,27,31,27,31,33,32,25,25,28,24,24,23,33,28,36,25,21,24,27,28,21,24,29,28,35,26,34,31,33,28,28,25,36,32,22,31,30,23,23,27,23,39,26,30,22,24,26,32,33,29,29,26,28,33,27,24,33,24,22,25,34,25,24,23,28,26,36,27,27,26,31,35,37,24,25,32,36,39,26,32,25,29,26,37,28,28,31,29,33,37,25,24,25,21,20,28,24,25,23,17,24,22,21,28,27,27,22,22,22,29,22,22,19,15,19,17,20,16,15,18,18,21,20,18,24
55,35,121,49,55,701,30,71,67,21,84,25,35,31,29,27,28,22,25,21,23,31,21,25,22,17,19,30,20,28,26,20,28,21,30,29,44,27,31,30,27,26,24,27,24,36,22,30,28,35,21,34,27,21,26,29,24,24,27,22,21,20,38,21,30,29,28,27,20,25,34,20,27,29,26,24,33,26,20,24,21,25,35,28,24,39,30,29,24,22,28,25,27,30,34,31,24,29,37,23,32,39,23,27,30,28,28,36,20,23,29,39,26,32,30,23,26,25,20,24,35,37,25,18,21,27,22,29,26,27,33,22,22,38,21,20,25,21,30,32,24,19,30,24,23,24,36,29,19,17,31,25,33,34,40,27,25,32,31,26,30,20,26,37,30,31,32,32,42,25,38,33,22,30,29,31,32,24,34,30,30,34,27,27,35,31,25,31,26,23,28,28,30,31,25,44,23,29,22,28,24,28,26,27,31,28,24,45,23,26,29,29,30,26,24,24,28,33,30,24,24,30,29,22,23,23,28,35,29,26,21,27,30,34,26,27,27,29,29,27,29,22,25,25,24,21,25,30,24,31,29,32,19,27,33,22,28,28,27,34,35,29,35,32,28,29,27,52,36,29,35,21,27,45,41,34,33,29,20,19,30,26,28,28,19,16,25,22,22,30,40,28,19,25,35,21,21,23,32,23,21,19,14,26,15,19,18,17,15,23,20
71,36,68,74,45,30,768,44,33,28,120,26,27,33,30,25,29,31,23,22,26,19,27,21,20,33,25,25,27,21,24,22,30,32,28,34,26,29,31,24,22,26,25,27,25,31,22,30,33,28,25,31,23,29,32,28,26,28,32,25,24,22,27,19,29,21,24,28,23,23,26,22,31,36,21,30,29,27,26,25,28,26,31,23,24,28,27,29,22,37,24,30,26,33,32,28,25,28,30,30,30,33,30,33,27,28,26,26,18,26,25,30,25,39,23,22,27,22,20,34,30,30,21,21,27,30,27,26,27,24,23,32,30,37,30,22,22,25,23,26,27,29,23,31,27,29,30,19,26,20,28,21,32,20,25,37,26,24,29,25,28,24,25,23,32,28,30,26,30,33,27,32,30,32,41,33,25,24,28,29,31,35,29,28,28,25,33,31,29,34,29,35,27,36,26,32,30,37,24,30,32,23,32,30,31,42,23,30,32,31,39,28,26,25,23,35,33,25,29,28,24,24,24,26,29,32,28,33,27,31,35,24,26,32,24,32,28,23,26,33,26,19,29,23,28,27,32,27,29,27,23,25,26,26,31,27,30,33,28,33,33,47,27,32,36,27,24,33,31,29,31,26,38,38,31,28,31,28,24,23,25,26,22,23,24,20,28,21,24,29,23,24,23,30,24,21,28,26,21,16,20,18,16,13,14,18,19,19,18,27,16
127,62,53,78,89,71,44,775,48,50,83,28,23,29,24,29,33,26,27,42,17,25,22,26,20,22,28,18,24,29,19,22,28,25,23,24,23,24,31,28,30,22,25,23,27,32,21,31,31,29,25,26,25,23,25,34,23,19,25,42,29,24,29,22,37,24,23,29,26,23,26,21,27,28,31,31,35,24,21,25,28,33,29,24,21,27,24,35,20,22,21,27,32,26,37,28,25,36,26,24,40,31,26,31,26,27,26,30,19,25,31,32,30,31,27,23,23,26,26,24,24,22,26,24,27,27,24,27,22,29,33,23,24,27,25,30,26,22,23,23,19,25,31,28,38,29,25,34,22,20,22,26,23,29,26,26,34,28,25,21,20,22,37,24,33,27,28,28,30,31,27,27,27,30,32,32,36,27,27,25,30,30,31,26,25,25,23,41,33,39,36,27,21,27,28,28,29,29,21,42,25,30,23,25,28,28,31,27,24,26,30,26,24,36,28,25,30,31,28,22,30,25,25,24,23,35,31,25,24,25,45,25,24,24,26,25,32,30,27,27,27,19,26,23,27,42,34,25,22,28,23,23,28,23,27,20,31,30,27,38,28,24,31,29,26,34,25,27,29,27,33,24,35,28,28,27,29,30,22,31,25,22,32,31,22,20,31,26,27,27,22,22,21,37,23,23,23,30,21,19,17,21,23,18,21,19,19,18,21,19,16
57,37,74,68,36,67,33,48,730,28,81,38,36,21,28,23,26,26,20,20,33,23,28,22,19,17,19,29,21,27,29,36,25,31,29,25,28,27,33,29,36,31,25,41,29,35,27,34,21,27,22,23,23,29,23,32,43,25,24,31,25,22,21,29,24,26,25,29,27,23,25,21,47,45,29,23,24,22,36,21,21,27,19,29,28,37,24,32,28,34,34,30,34,29,38,25,25,46,34,39,35,41,37,28,27,26,26,31,28,23,25,24,29,30,26,17,27,25,22,25,23,22,26,25,25,23,22,30,23,24,24,27,26,24,26,22,28,36,30,22,26,26,27,24,24,46,31,27,21,18,21,27,27,31,31,26,28,25,37,23,25,31,25,23,29,30,40,29,33,34,29,25,37,50,33,37,30,30,29,27,26,35,31,34,32,32,21,29,29,27,33,21,28,34,28,23,26,38,23,40,27,37,29,27,20,33,28,28,30,23,22,33,28,25,27,31,27,32,29,30,34,19,42,30,24,27,31,24,29,40,30,21,28,28,22,28,28,30,24,24,24,29,26,20,22,28,29,26,25,35,29,25,24,27,24,28,46,27,29,24,25,39,46,40,27,22,23,34,30,37,31,25,27,34,33,27,28,27,24,19,25,17,24,23,18,21,25,23,20,25,26,25,22,33,21,26,18,31,19,17,20,22,14,21,18,19,22,27,21,21,16
68,27,27,32,44,21,28,50,28,825,35,26,25,28,26,24,25,25,20,25,20,26,27,28,24,19,30,22,28,20,24,27,26,28,23,26,21,24,27,30,29,26,25,25,25,29,28,26,28,29,22,25,27,30,35,26,24,25,29,29,24,24,23,27,27,22,22,33,27,26,26,26,18,24,17,29,22,42,22,27,29,29,31,23,20,25,21,22,22,28,32,31,27,37,32,30,22,27,26,23,27,30,35,22,29,32,29,25,17,35,32,24,29,27,27,20,24,24,29,22,25,17,19,24,24,29,34,22,25,24,24,27,26,36,22,24,36,30,35,26,23,24,27,27,24,22,26,20,16,21,23,25,23,28,31,28,25,29,28,25,25,32,26,18,33,36,27,26,34,28,39,37,26,38,28,32,31,34,22,34,36,28,29,43,32,26,30,30,25,23,26,26,22,25,31,31,29,26,31,28,46,23,22,30,31,28,24,30,29,29,27,24,24,26,28,34,25,22,49,39,35,25,22,24,27,25,26,28,34,24,24,29,28,33,27,24,24,27,29,26,31,29,23,22,27,26,34,24,28,32,27,37,26,20,37,21,26,37,26,28,29,28,30,21,26,33,25,31,32,30,27,33,28,33,38,26,25,28,25,23,22,20,26,22,22,18,28,27,28,34,29,22,26,33,29,22,23,26,32,19,33,25,21,18,17,23,20,23,25,17,25
